	Approach	Dataset	Users	Items	Interactions	k	Variance-NDCG	Variance-Exposure	Variance-ExposureEqWeight	Entropy	Gini	MMS	IIF
608	Baseline	amazon	366	353	400	40		927.3890748358538	12599.892335224586	0.6614173423758422	0.8222590338263015	0.11898016997167139	
609	Baseline	amazon	453	436	500	40		1174.5114856706016	16093.865709957076	0.6389352548240984	0.8406054944809656	0.09403669724770643	
610	JME	amazon	453	436	500	40	0.00011920814437215548	476.4554204462796	5289.448278764415	0.8625408503397498	0.7919551989810211	0.22706422018348624	tensor(0.0429)
611	Baseline	amazon	607	585	700	40		1598.8438958126976	21792.08587917306	0.6147029008483291	0.8610980573152238	0.0735042735042735	
612	JME	amazon	607	585	700	40	0.00045660572218456287	672.5069752690247	5262.673913361094	0.8846596728839992	0.8013167066918436	0.26153846153846155	tensor(0.0031)
613	Baseline	amazon	825	769	1000	40		2266.2521452914225	31261.676414237656	0.5914149941055536	0.8765860924865464	0.055916775032509754	
614	JME	amazon	825	769	1000	40	0.000368857946875367	850.9769263245184	8057.465751038704	0.8352352690083442	0.8192487092800528	0.18205461638491546	tensor(0.0021)
615	Baseline	amazon	1156	1040	1500	40		3238.4046100432724	43279.12544378695	0.5802546690357965	0.889142845321367	0.047115384615384615	
616	JME	amazon	1156	1040	1500	40	0.00027376230490203823	761.2211706008853	5876.811982248521	0.8816363836579216	0.7315355605562701	0.2125	tensor(0.0636)
617	Baseline	black_friday	282	261	300	40		691.6057285438807	8865.994451050337	0.7107847039903552	0.787760074618844	0.1839080459770115	
618	JME	black_friday	282	261	300	40	6.58958358264259e-05	321.5115530881221	3554.8143744219847	0.9408858998940964	0.7158001007024478	0.3371647509578544	tensor(0.0608)
619	Baseline	black_friday	328	305	350	40		854.0174140657238	11480.36366568127	0.675787444125129	0.8095006395096592	0.13442622950819672	
620	JME	black_friday	328	305	350	40	8.76981458421478e-05	339.8868050414311	3175.662026337006	0.9436999399897685	0.7189848065308101	0.35081967213114756	tensor(0.0629)
621	Baseline	black_friday	367	346	400	40		948.4280618573591	12800.111831334161	0.6643003828009219	0.8217605265803737	0.12427745664739884	
622	Baseline	black_friday	455	426	500	40		1198.6717856333987	16279.143930877908	0.6441155550210954	0.8400081036220692	0.10093896713615023	
623	JME	black_friday	455	426	500	40	5.147925948017824e-05	477.7458483961533	4852.974916793405	0.875785414412312	0.7755168616357718	0.2535211267605634	tensor(0.0183)
624	Baseline	black_friday	611	546	700	40		1727.983237350578	23361.71620443049	0.6216520211943609	0.8601100235056669	0.07875457875457875	
625	JME	black_friday	611	546	700	40	5.91535428108835e-05	677.5851299686276	5405.3901971044825	0.86622144883242	0.7711325103113945	0.23809523809523808	tensor(0.0064)
626	Baseline	black_friday	841	716	1000	40		2516.779058624293	34637.58351799258	0.5967436927853361	0.8771077049186948	0.05865921787709497	
627	JME	black_friday	841	716	1000	40	9.387761111486346e-05	853.0704382736476	8384.706423020505	0.8487844972446282	0.8081789185044144	0.18994413407821228	tensor(0.0252)
628	Baseline	black_friday	1166	948	1500	40		3607.7704338965355	50266.82143175063	0.5786255215996084	0.8895141590557625	0.046413502109704644	
629	JME	black_friday	1166	948	1500	40	0.00012101398936301529	745.6851613182894	5712.108351581833	0.8900921286141733	0.6979004690388735	0.26371308016877637	tensor(0.0378)
630	Baseline	movielens	236	241	300	40		508.9082578968666	7039.294709113132	0.7100421811981833	0.7741389865355879	0.17427385892116182	
631	JME	movielens	236	241	300	40	8.2774478607802e-05	220.8694478218335	2550.9959539264137	0.94500180770272	0.6773413602051186	0.3651452282157676	tensor(0.0216)
632	Baseline	movielens	266	277	350	40		584.7856280776457	7974.798133691302	0.6949678496356412	0.7936229092852188	0.1552346570397112	
633	JME	movielens	266	277	350	40	8.689131145845063e-05	202.38364262270446	2303.137483871808	0.9653836202161765	0.6718116989137419	0.3935018050541516	tensor(0.0450)
634	Baseline	movielens	291	305	400	40		647.8619528956033	8959.612469766193	0.6810558689147467	0.8058060570798532	0.13442622950819672	
635	JME	movielens	291	305	400	40	6.341099153627284e-05	223.59028626921287	2477.4550927170117	0.953562034272539	0.6947986826695477	0.36065573770491804	tensor(0.0685)
636	Baseline	movielens	335	359	500	40		722.2699859550318	10184.53166874869	0.6680375016936719	0.8190812616513894	0.116991643454039	
637	JME	movielens	335	359	500	40	6.989755936542952e-05	234.24243855086968	2411.283757885181	0.9291145304618119	0.7026766996549245	0.3370473537604457	tensor(0.0622)
638	Baseline	movielens	411	444	700	40		872.7043403686841	12589.990260530798	0.6516436897532879	0.83570566952033	0.0945945945945946	
639	JME	movielens	411	444	700	40	9.637291105930144e-05	247.91848549510277	2472.436206476747	0.9223646249892532	0.7080168004213588	0.32657657657657657	tensor(0.0428)
640	Baseline	movielens	500	546	1000	40		1038.373540054701	15006.22942747119	0.6403224348588804	0.8470224133222143	0.07875457875457875	
641	JME	movielens	500	546	1000	40	0.00015327846242836718	221.41606180839062	2369.5407827825406	0.9293636421228761	0.6905824297449806	0.33882783882783885	tensor(0.0184)
642	Baseline	movielens	608	672	1500	40		1210.6180035338841	18289.26133786848	0.6268378089538397	0.8561525235378517	0.06398809523809523	
643	JME	movielens	608	672	1500	40	0.0002873298618946461	229.2646843448824	2235.6363378684805	0.9250486719833383	0.6863972264940137	0.33482142857142855	tensor(0.0250)
644	Baseline	yelp	279	284	300	40		662.0108101659137	8911.553362428089	0.6821929870525338	0.7970725570581932	0.14084507042253522	
645	JME	yelp	279	284	300	40	5.501899555528696e-05	304.5763435786921	3334.926601864709	0.9487408254356475	0.7428652015380014	0.31690140845070425	tensor(0.0345)
646	Baseline	yelp	322	323	350	40		776.6382596087544	10527.062063280582	0.6699048662292295	0.8117030926486006	0.13003095975232198	
647	JME	yelp	322	323	350	40	5.492968687768989e-05	299.64290024861964	2703.223053992658	0.9359556022582741	0.7172915164084611	0.3746130030959752	tensor(0.0003)
648	Baseline	yelp	367	368	400	40		917.4936733857252	12381.74362003781	0.6545554599331551	0.8250306854098626	0.11413043478260869	
649	Baseline	yelp	452	456	500	40		1121.6243083402023	15345.894429055093	0.6348338458180633	0.8418530272853186	0.08991228070175439	
650	JME	yelp	452	456	500	40	6.295239061900832e-05	493.0019174133007	5096.5610957217605	0.880967773817219	0.8102026804502004	0.22587719298245615	tensor(0.0292)
651	Baseline	yelp	618	619	700	40		1589.5666147856723	21799.79227009012	0.6062367458806168	0.8628623582960807	0.06785137318255251	
652	JME	yelp	618	619	700	40	8.649601197894871e-05	654.7683680187805	5180.1153718671785	0.8672288009164614	0.7988185947357138	0.23424878836833601	tensor(0.0523)
653	Baseline	yelp	846	859	1000	40		2102.6090450497177	29040.190006247623	0.5858571317979181	0.87672651107683	0.05355064027939464	
